[INFO] (lattice_cell.c: 543): starting lattice cell
[INFO] (lattice_cell.c: 465): Initialise: started
[INFO] (data_specification.c: 78): magic = ad130ad6, version = 1.0
[INFO] (lattice_cell.c: 494): my key is 736
[INFO] (lattice_cell.c: 501): I'm in position ( 9, 2)
[INFO] (lattice_cell.c: 507): my n key is 82
[INFO] (lattice_cell.c: 513): my U_X = -0.009051482193171978
[INFO] (lattice_cell.c: 514): my U_Y = 0.00040450849337503314
[INFO] (lattice_cell.c: 522): input_buffer initialised
[INFO] (recording.c: 563): Recording 1 regions, using output tag 0, size before trigger 7686392, time between triggers 50
[INFO] (recording.c: 665): Recording channel 0 configured to use 7686136 byte memory block starting at 0x668e2fbc
[INFO] (lattice_cell.c: 527): Recording flags = 0x00000001
[INFO] (lattice_cell.c: 555): setting timer to execute every 2000 microseconds
[INFO] (lattice_cell.c: 563): Starting

[INFO] (simulation.c: 159): Setting the runtime of this model to 50 starting at 0
[INFO] (simulation.c: 161): Setting the flag of infinite run for this model to 0
[INFO] (simulation.c: 175): Resuming
[INFO] (lattice_cell.c: 401): on tick 0 of 50
[INFO] (lattice_cell.c: 264): sending my position of 9 via multicast with key 736
[INFO] (lattice_cell.c: 228): n=1037925617 w=1038337705 s=1038735529 e=1038301511, nw=1021165537 sw=1021977415 se=102193925512008 ne=16
[INFO] (lattice_cell.c: 374): the key I receive is 17
[INFO] (lattice_cell.c: 374): the key I receive is 18
[INFO] (lattice_cell.c: 374): the key I receive is 19
[INFO] (lattice_cell.c: 374): the key I receive is 20
[INFO] (lattice_cell.c: 374): the key I receive is 21
[INFO] (lattice_cell.c: 374): the key I receive is 22
[INFO] (lattice_cell.c: 374): the key I receive is 657
[INFO] (lattice_cell.c: 374): the key I receive is 660
[INFO] (lattice_cell.c: 374): the key I receive is 663
[INFO] (lattice_cell.c: 374): the key I receive is 656
[INFO] (lattice_cell.c: 374): the key I receive is 659
1021131309
[16, 1037925615, 17, 1038341986, 18, 1038735527, 19, 1038297248, 20, 1021169589, 21, 1021981928, 22, 1021934761, 657, 1038326509, 660, 1021154952, 663, 1021141874, 656, 1037925625, 659, 1038312683]
[INFO] (lattice_cell.c: 180): current_key = 16, current_payload = 1037925632.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038303104.0, direction = 3
[INFO] (lattice_cell.c: 374): the key I receive is 662
[INFO] (lattice_cell.c: 374): the key I receive is 663
[INFO] (lattice_cell.c: 374): the key I receive is 732
[INFO] (lattice_cell.c: 374): the key I receive is 660
[INFO] (lattice_cell.c: 374): the key I receive is 661
[INFO] (lattice_cell.c: 374): the key I receive is 666
[INFO] (lattice_cell.c: 374): the key I receive is 667
[INFO] (lattice_cell.c: 374): the key I receive is 744
[INFO] (lattice_cell.c: 401): on tick 11 of 50
[ERROR] (lattice_cell.c: 164): didn't receive the correct number of fi_star
[ERROR] (lattice_cell.c: 165): only received 1 states
[INFO] (lattice_cell.c: 264): sending my position of 9 via multicast with key 712008
[DEBUG] (recording.c: 295): Copying remaining %u bytes
120051037905255103834330810387498401200824
[INFO] (lattice_cell.c: 374): the key I receive is 25
[INFO] (lattice_cell.c: 374): the key I receive is 26
10383039041021194685102194550710219594201021112883
[662, 1021951036, 663, 1021141874, 732, 1021138516, 660, 1021158205, 661, 1021968858, 666, 1037925625, 667, 1038312683, 744, 1038486685, 23, 1021127276, 24, 1038653460, 25, 1038524298, 26, 1038091276]
[INFO] (lattice_cell.c: 180): current_key = 662, current_payload = 1021951040.0, direction = 6
[INFO] (lattice_cell.c: 180): current_key = 663, current_payload = 1021141888.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 732, current_payload = 1021138496.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 660, current_payload = 1021158208.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 661, current_payload = 1021968832.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 666, current_payload = 1037925632.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038312704.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 744, current_payload = 1038486656.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 23, current_payload = 1021127296.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 24, current_payload = 1038653440.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 25, current_payload = 1038524288.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 26, current_payload = 1038091264.0, direction = 2
[INFO] (lattice_cell.c: 374): the key I receive is 745
[INFO] (lattice_cell.c: 374): the key I receive is 746
[INFO] (lattice_cell.c: 374): the key I receive is 747
[INFO] (lattice_cell.c: 374): the key I receive is 748
[INFO] (lattice_cell.c: 374): the key I receive is 744
[INFO] (lattice_cell.c: 374): the key I receive is 745
[INFO] (lattice_cell.c: 374): the key I receive is 11
[INFO] (lattice_cell.c: 374): the key I receive is 15
[INFO] (lattice_cell.c: 401): on tick 12 of 50
[ERROR] (lattice_cell.c: 164): didn't receive the correct number of fi_star
[ERROR] (lattice_cell.c: 165): only received 0 states
[INFO] (lattice_cell.c: 264): sending my position of 9 via multicast with key 736
[INFO] (lattice_cell.c: 228): n=1037905255 w=1038343308 s=1038749840 e=1038303904, nw=1021194685 sw=1021945507 se=1021959420 ne=1021112883
[745, 1038336692, 746, 1038186847, 747, 1038316807, 748, 1022520625, 744, 1038487412, 745, 1038304630, 11, 1038291193, 15, 1021077033]
[INFO] (lattice_cell.c: 180): current_key = 745, current_payload = 1038336704.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 746, current_payload = 1038186816.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 747, current_payload = 1038316800.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 748, current_payload = 1022520640.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 744, current_payload = 1038487424.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 745, current_payload = 1038304640.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 11, current_payload = 1038291200.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 15, current_payload = 1021077056.0, direction = 7
[INFO] (lattice_cell.c: 374): the key I receive is 656
[INFO] (lattice_cell.c: 374): the key I receive is 657
[INFO] (lattice_cell.c: 374): the key I receive is 658
[INFO] (lattice_cell.c: 374): the key I receive is 11
[INFO] (lattice_cell.c: 374): the key I receive is 14
[INFO] (lattice_cell.c: 374): the key I receive is 746
[INFO] (lattice_cell.c: 374): the key I receive is 751
[INFO] (lattice_cell.c: 401): on tick 13 of 50
[ERROR] (lattice_cell.c: 164): didn't receive the correct number of fi_star
[ERROR] (lattice_cell.c: 165): only received 1 states
[INFO] (lattice_cell.c: 374): the key I receive is 664
[INFO] (lattice_cell.c: 374): the key I receive is 665
[INFO] (lattice_cell.c: 374): the key I receive is 666
[INFO] (lattice_cell.c: 374): the key I receive is 667
[INFO] (lattice_cell.c: 264): sending my position of 9 via multicast with key 736
[INFO] (lattice_cell.c: 228): n=1037908298 w=1038337212 s=1038752884 e=1038302384, nw=1021188842 sw=1021939158 se=1021971838 ne=1021124792
[656, 1037879718, 657, 1038377613, 658, 1038662275, 11, 1038296181, 14, 1021975581, 746, 1038266300, 751, 1021272150, 664, 1038387838, 665, 1038324322, 666, 1038250738, 667, 1038328071]
[INFO] (lattice_cell.c: 180): current_key = 656, current_payload = 1037879744.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 657, current_payload = 1038377600.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 658, current_payload = 1038662272.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 11, current_payload = 1038296192.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 14, current_payload = 1021975552.0, direction = 6
[INFO] (lattice_cell.c: 180): current_key = 746, current_payload = 1038266304.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 751, current_payload = 1021272128.0, direction = 7
[INFO] (lattice_cell.c: 180): current_key = 664, current_payload = 1038387840.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 665, current_payload = 1038324352.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 666, current_payload = 1038250752.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038328064.0, direction = 3
[INFO] (lattice_cell.c: 374): the key I receive is 9
[INFO] (lattice_cell.c: 374): the key I receive is 10
[INFO] (lattice_cell.c: 374): the key I receive is 728
[INFO] (lattice_cell.c: 374): the key I receive is 13
[INFO] (lattice_cell.c: 401): on tick 14 of 50
[ERROR] (lattice_cell.c: 164): didn't receive the correct number of fi_star
[ERROR] (lattice_cell.c: 165): only received 1 states
[INFO] (lattice_cell.c: 374): the key I receive is 664
[INFO] (lattice_cell.c: 374): the key I receive is 665
[INFO] (lattice_cell.c: 374): the key I receive is 666
[INFO] (lattice_cell.c: 374): the key I receive is 667
[INFO] (lattice_cell.c: 374): the key I receive is 668
[INFO] (lattice_cell.c: 264): sending my position of 9 via multicast with key 736
[INFO] (lattice_cell.c: 228): n=1037913440 w=1038327656 s=1038771999 e=1038292827, nw=1021152172 sw=1021958300 se=1021990925 ne=1021088176
[9, 1038349596, 10, 1038771966, 728, 1037894483, 13, 1022030502, 664, 1038362951, 665, 1038336814, 666, 1038252377, 667, 1038324587, 668, 1022179651]
[INFO] (lattice_cell.c: 180): current_key = 9, current_payload = 1038349568.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 10, current_payload = 1038771968.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 728, current_payload = 1037894464.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 13, current_payload = 1022030528.0, direction = 5
[INFO] (lattice_cell.c: 180): current_key = 664, current_payload = 1038362944.0, direction = 0
[INFO] (lattice_cell.c: 180): current_key = 665, current_payload = 1038336832.0, direction = 1
[INFO] (lattice_cell.c: 180): current_key = 666, current_payload = 1038252352.0, direction = 2
[INFO] (lattice_cell.c: 180): current_key = 667, current_payload = 1038324608.0, direction = 3
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
[INFO] (lattice_cell.c: 180): current_key = 668, current_payload = 1022179648.0, direction = 4
